Date,ID,Tweets,Party
Sun Nov 04 13:44:00 +0000 2018,bluesbuster11,RT @coopr33: @LoufromCT @TaranaBurke Gillibrand's father was a lawyer for the NXIM sex cult. Nothing to see her folks. Move right along.,
Sun Nov 04 13:43:09 +0000 2018,thmsm74,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/2iIpDqD1eB,
Sun Nov 04 13:40:14 +0000 2018,warbilton,"I want a women in the TOP SPOT‼️ 

There are several brilliant women who are ready for the task, Harris, Warren, Gi… https://t.co/soWTlmpwoF",
Sun Nov 04 13:39:05 +0000 2018,tightlineszamp,RT @cmiller69: @SenGillibrand https://t.co/Y2rNnJxZeh  Remeber when  Chuck Schumer and Kirsten Gillibrand pulled strings to help an Indian…,
Sun Nov 04 13:29:11 +0000 2018,letgobestill,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/BmrfCLu3nO,
Sun Nov 04 13:19:40 +0000 2018,DEFoster,RT @DJTsavesAmerica: @TheWantedEmcees @BetteMidler @HillaryClinton @KevinSpacey @ClintonFdn @CoryBooker @allisonmack @NancyPelosi Have to w…,
Sun Nov 04 13:18:27 +0000 2018,blackbartohio,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/4O6fgEsRFI,
Sun Nov 04 13:17:03 +0000 2018,TFulmor,"@SenGillibrand Gillibrand wants to abolish ICE. Mob rule. 'FREE' stuff for everyone. Taxes, Taxes, Taxes....does sh… https://t.co/gsl3A879H3",
Sun Nov 04 13:13:22 +0000 2018,CarolRelief,@SenGillibrand I am going to make a difference by not voting for Gillibrand.,
Sun Nov 04 13:13:11 +0000 2018,asyoureadthis,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/LNchL2EumU,
Sun Nov 04 13:10:04 +0000 2018,votetrump77,"RT @VinceD11566: @SenGillibrand Gillibrand you’re a Con Artist!
Vote Republican!
@CheleFarley fo US Senate NY",
Sun Nov 04 13:08:47 +0000 2018,mtbackpackrk,"RT @reubing: @UniteVoteRed @DDbeyork @CheleFarley Farley is fantastic!
Vote Gillibrand out!",
Sun Nov 04 13:05:09 +0000 2018,GPG4865,@thebuffalonews @DandC @NiagaraFallsUSA It appears that Cuomo and Gillibrand have ignored the needs of upstate NY f… https://t.co/5ztZh9gFdC,
Sun Nov 04 13:04:47 +0000 2018,Jarrod_Delport,"“By running, you're making that commitment that says, 'I'm dedicating myself to public service.' Win or lose, you'r… https://t.co/ZnkXeysa7L",
Sun Nov 04 13:00:17 +0000 2018,sayacully,@A_Joseph1616 @DatD16 @joshpuls https://t.co/UElStPGT20,
Sun Nov 04 12:54:19 +0000 2018,ultraHD2016,"Gillibrand got her job with no qualifications, and it shows. https://t.co/FFnGd0uyYl",
Sun Nov 04 12:51:22 +0000 2018,wisecc1,RT @Kodie2038Donna: This great lady is running against Gillibrand! What's to think about? #FireGillibrand and #VoteRedToSaveAmerica https:/…,
Sun Nov 04 12:49:14 +0000 2018,Kodie2038Donna,This great lady is running against Gillibrand! What's to think about? #FireGillibrand and #VoteRedToSaveAmerica https://t.co/3oH1opW6KC,
Sun Nov 04 12:48:44 +0000 2018,dianaarcher_14,@LynnDempsey16 @PodSaveAmerica @JoeBiden Kamala Harris is  the name I hear floated.  I'm still watching.  She is we… https://t.co/nK2sxLZCvX,
Sun Nov 04 12:45:50 +0000 2018,Sunny_Harrison1,@doctorow @r_gillibrand relevant to your interests,
Sun Nov 04 12:45:12 +0000 2018,Herhealthynews,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/n4zSdLp0Vi,
Sun Nov 04 12:44:27 +0000 2018,lynnirvin1,"Elected officials lying under oath need to be gone without Any benefits, no different than  a military  dishonorabl… https://t.co/mXuneG7B1G",
Sun Nov 04 12:40:31 +0000 2018,Tobizoid,@BuckSexton Well the only reason Don Lemon isn’t a registered Democrat is because the party now controlled by the l… https://t.co/whvhnmtBNp,
Sun Nov 04 12:39:35 +0000 2018,KenASchneider,@SenGillibrand https://t.co/kajH24pW2I,
Sun Nov 04 12:36:30 +0000 2018,EdBaker3000,"Democrats O’Rourke, Harris and Gillibrand Spend Most on Twitter Ads https://t.co/4WE2RGKwkR",
Sun Nov 04 12:26:54 +0000 2018,Nbb26414033x,RT @SarahJames1955: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Weinstein Consiglie…,
Sun Nov 04 12:26:37 +0000 2018,mcrae_lynn,"RT @asyoureadthis: Partial list of clearly anti-Jew racist and antisemitic candidates.  Voting for these folks is supporting racism

Kristi…",
Sun Nov 04 12:25:18 +0000 2018,Shutterbug653,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/nmUWvIK2BU,
Sun Nov 04 12:21:02 +0000 2018,Dougs1978,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/N8gpVKaC9Q,
Sun Nov 04 12:15:28 +0000 2018,jbwallace,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/nJVM6UhmZc,
Sun Nov 04 12:11:17 +0000 2018,coopr33,@LoufromCT @TaranaBurke Gillibrand's father was a lawyer for the NXIM sex cult. Nothing to see her folks. Move right along.,
Sun Nov 04 12:08:45 +0000 2018,MichelleHaessl2,"RT @ShawnScanlon3: @ChuckCallesto @FoguthEric Can't wait! Will he be the face of the democrats? Sit back and watch! As Booker, Warren, Harr…",
Sun Nov 04 12:02:22 +0000 2018,jt7576,@AnnaBD20 Gillibrand a Cuomo partner in Corruption will not return that money &amp; was no &amp; will never be a Me Too bac… https://t.co/GouaIpUm6v,
Sun Nov 04 11:57:59 +0000 2018,MarkMgen6262,"@SenGillibrand Hey Gillibrand, have you ever had an original thought? Do the liberal loons and the DNC send you a d… https://t.co/jE6Tdf1Qkd",
Sun Nov 04 11:57:22 +0000 2018,LoufromCT,"1/3
.@TaranaBurke #MeToo
https://t.co/JWIX3hXXJo",
Sun Nov 04 11:56:41 +0000 2018,HUGAFLOWER,David Axelrod: Democrats Are Walking Into Trump’s Trap https://t.co/lyApXMJk84,
Sun Nov 04 11:52:10 +0000 2018,ShawnScanlon3,"@ChuckCallesto @FoguthEric Can't wait! Will he be the face of the democrats? Sit back and watch! As Booker, Warren,… https://t.co/jVcAMITUv7",
Sun Nov 04 11:50:43 +0000 2018,SarahJames1955,Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Weinstein Consi… https://t.co/8QfwMUwgNu,
Sun Nov 04 11:46:22 +0000 2018,plkarter,@BobMenendezNJ @Joe_D_EssexExec A Democratic majority it means the nation will spend the next two years hearing fro… https://t.co/bOSgZBTKiP,
Sun Nov 04 11:45:29 +0000 2018,GowanPat,@SenGillibrand Gillibrand’s friends! https://t.co/7ALhc8YTxu,
Sun Nov 04 11:25:21 +0000 2018,COCOXOXO007,"'No evidence' to back Kavanaugh accusers' claims, Senate panel's report on FBI probe finds

https://t.co/Reg1HXD8Ms… https://t.co/JspHCcaRBd",
Sun Nov 04 11:12:17 +0000 2018,yokoke2014,@luckymee22 @usofawake @vacavillesabra This is the original photo of Clinton and Sen Kristin Gillibrand. The one wi… https://t.co/mL0scYFmAX,
Sun Nov 04 11:10:24 +0000 2018,quoteallthethin,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/zAkxzhd9M7,
Sun Nov 04 10:58:24 +0000 2018,DanielMyers76,@kathyG86 @blanksjh80 @NorthBankNorman @PreetBharara @reginaw50361 @BetoORourke Gillibrand and Schumer here.  I sent Beto money too!,
Sun Nov 04 10:55:10 +0000 2018,sher308,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/c1TzWnUufu,
Sun Nov 04 10:51:24 +0000 2018,patriciar1946,@mimilikesbeer @TrumpWarriorZ NY it is time  for Gillibrand &amp; Cuomo and all of the other DummycRATS up for election… https://t.co/ZKSDCYZkIO,
Sun Nov 04 10:46:50 +0000 2018,ValerieCos4,NYers' @SenGillibrand was a NO SHOW for her debate with the Republican candidate @CheleFarley  Give it a listen. Ma… https://t.co/u2ZMXzURD4,
Sun Nov 04 10:36:40 +0000 2018,wildhorse36,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/4XVz7iT95L,
Sun Nov 04 10:10:16 +0000 2018,conserv44110594,DANGEROUS BITCH❗️EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Lon… https://t.co/0wKBWJNsF7,
Sun Nov 04 09:57:18 +0000 2018,CarolVillavice9,"RT @hecklerforever8: “When we create hope and opportunity in the lives of others, we allow love, decency and promise to triumph over coward…",
Sun Nov 04 09:56:00 +0000 2018,b150dpm,Farley an underdog to Gillibrand? Not if you ask her. https://t.co/kqkoGvHxM9,
Sun Nov 04 08:55:35 +0000 2018,mymediazoo,Gillibrand has done nothing for New York in all her years as Senator. She is owned by Labor Union bosses. Chele Far… https://t.co/0cq41VQpoe,
Sun Nov 04 08:40:16 +0000 2018,thejaggins,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/wAiWZnjUl4,
Sun Nov 04 08:39:24 +0000 2018,ROBERTBOHEN,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/k5E50CXQkL,
Sun Nov 04 08:25:22 +0000 2018,nightingalern,OPPONENT DEMANDS GILLIBRAND RETURN $$$ FROM HARVEY WEINSTEIN-LINKED FIRM https://t.co/I8Rl6e1IEa,
Sun Nov 04 08:16:14 +0000 2018,MachineX12,Real News EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime H… https://t.co/7x7fWV8SRX,
Sun Nov 04 08:13:15 +0000 2018,TheCoffeeQueen2,Senate Debate between NY Sen. Kirsten Gillibrand and Chele Farley https://t.co/NXpMxFZzuS via @YouTube,
Sun Nov 04 07:56:28 +0000 2018,CindyStuart15,RT @yoforti: @realBethNeale @GartrellLinda @realDonaldTrump @claudiatenney @Team_Tenney @NYRepubTweets Hoping Tenney wins. Praying that Far…,
Sun Nov 04 07:45:54 +0000 2018,LovToRideMyTrek,RT @Avenger2Toxic: EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Weinstein…,
Sun Nov 04 07:17:18 +0000 2018,gregghoulden,"RT @Conservatexian: New post: ""EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harv…",
Sun Nov 04 07:11:23 +0000 2018,thebitchet,"@stuartitter @cd_hooks Gillibrand did all that? Wow, maybe she should be Senate Majority Leader.

Also it wasn't ju… https://t.co/hS4niMjSer",
Sun Nov 04 07:08:45 +0000 2018,Conservatexian,"New post: ""EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime… https://t.co/SJvmzjo5Go",
Sun Nov 04 07:04:46 +0000 2018,FrederickEdenb1,"RT @fud31: “looks like NY Dems got the message:civil out, thugs in. To my knowledge,no Dem denounced violent attack on Republican hdqts com…",
Sun Nov 04 06:27:11 +0000 2018,PolizziThomas,NY. Vote Chele Farley fir senate. She will keep NY from being a sanctuary state. Vote scumbag Kristen Gillibrand ou… https://t.co/4GsJiTLPeM,
Sun Nov 04 06:23:15 +0000 2018,dianeschmid9,David Axelrod: Democrats Are Walking Into Trump’s Trap - POLITICO Magazine https://t.co/OMU0sVpVeB,
Sun Nov 04 06:12:51 +0000 2018,ZNEWSNET,"EXCLUSIVE: OPPONENT CHELE FARLEY DEMANDS SEN. KIRSTEN GILLIBRAND RETURN MONEY FROM FIRM LED BY

New York Republican… https://t.co/mNpUBh43C7",
Sun Nov 04 06:09:54 +0000 2018,IssaHaddad_,@JohnKDelaney You're as well known as Harris and Gillibrand?? That's not saying much. Come back when you're as well… https://t.co/xEmbZxUrkP,
Sun Nov 04 06:08:51 +0000 2018,michaelbrandell,"RT @JohnnyB371: ""Another Gillibrand no-show. When it comes to standing up for New Yorkers here on Long Island or elsewhere around the state…",
Sun Nov 04 05:59:42 +0000 2018,Dave_Freeze,"RT @Dave_Freeze: Senator Gillibrand used to be normal Democratic Senator, lately she flip-flopped on every issue and became friends with le…",
Sun Nov 04 05:54:04 +0000 2018,JLarryHanna,@vmax17mag Like here in NY. I've been voting against Sen Schumer &amp; Sen Gillibrand since forever &amp; they just don't g… https://t.co/oKZ1Qo8e9N,
Sun Nov 04 05:50:07 +0000 2018,marvinbarnes1,RT @marvinbarnes1: Devils try preaching to the choir  https://t.co/WEq5uMnI46,
Sun Nov 04 05:38:44 +0000 2018,Orphan,"""last year, in the midst of the #Metoo reckoning, Senator Kirsten Gillibrand criticized Al Franken after he was acc… https://t.co/jN0hi00Sfc",
Sun Nov 04 05:37:20 +0000 2018,DariusVolket,"RT @Surehanded_1: @DeborahDiltz @girl4_trump @DariusVolket @RefugeeWatcher The U.N. is a bigger waste than Cuomo, de Blasio, Gillibrand and…",
Sun Nov 04 05:25:27 +0000 2018,Surehanded_1,"@DeborahDiltz @girl4_trump @DariusVolket @RefugeeWatcher The U.N. is a bigger waste than Cuomo, de Blasio, Gillibra… https://t.co/BrVDo86b9m",
Sun Nov 04 05:25:26 +0000 2018,JothikaN,@LevineTrish @RWPUSA @kenmartin73 Franken was pretty much mowed down by #Gillibrand in her mad rush to the 2020… https://t.co/Hnc5s6iVHL,
Sun Nov 04 05:10:18 +0000 2018,dylanodea25,@Malangas Can Gillibrand just go away? This is NY we are talking about though.,
Sun Nov 04 05:04:08 +0000 2018,iamIT4life,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/0p1GukPwh2,
Sun Nov 04 04:41:48 +0000 2018,Emmita17E,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/E59o4wiz8Z,
Sun Nov 04 04:22:18 +0000 2018,MichaelStockwe6,"@EndTrumpsLies @SenGillibrand I'm not a bot, but I am a constituent of Gillibrand.  Your comment is the typical, an… https://t.co/yROsLlrGwB",
Sun Nov 04 04:14:10 +0000 2018,pshill2010,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/LT7S0xrJW4,
Sun Nov 04 03:56:44 +0000 2018,NoMorePolitical,RT @NoMorePolitical: EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Weinste…,
Sun Nov 04 03:50:55 +0000 2018,socalred14,"RT @HikindDov: Where did this story go?  &gt; Dov Hikind a Democratic Jew said Today he is shocked   
FOR SHAME: Senator Gillibrand Insults Or…",
Sun Nov 04 03:44:51 +0000 2018,shillelagh1,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/NW1rJc4ZFa,
